year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
2004,105330,NORTHERN ARIZONA UNIVERSITY,Arizona,0.854538452,0.379807692,7789,6656,2278,250,2528,,,,,,,,,100301016,74121392,13475254,5303050,44382912,141135520,3347860,9440665,171535792,138389968,310585472,114706560,22927140,25930272,48857412,24036074,23413500,287261632,130404624,40472876,52729856,57862524,310585472,287261632,1041,0.481,,0.373859,0.621336,0.155054,34000
2005,105330,Northern Arizona University,Arizona,0.863518138,0.361287254,7305,6308,2105,174,2279,,,,,,,,,108510888,82011312,11861133,6427344,38297452,149693888,5174927,9963703,181567744,148829440,331613184,119796568,24589692,30071632,54661324,29990058,24770136,321198528,138440048,43497564,57862524,63097148,331613184,321198528,1070,0.471,,0.386357,0.628327,0.158917,34177
2006,105330,Northern Arizona University,Arizona,0.322793875,0.971331058,9077,2930,2607,239,2846,,,,,,,,,115588696,89162408,16912964,6321502,42000040,167492880,5274697,12320244,194576320,169218352,367026656,135668464,24855646,32021616,56877264,31042828,27829140,341173696,150978496,50911676,63097148,74803992,367026656,341173696,1034,0.482,,0.402186,0.625,0.160242,35228.5
2007,105330,Northern Arizona University,Arizona,0.75093633,0.272680368,15486,11629,2931,240,3171,86011-4132,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,128920720,99150792,,6142081,42140376,185324848,10469265,13257359,162342608,228554688,400443552,149656832,25241928,34546556,59788484,34372252,32783134,369979872,160428096,54879672,74803992,77641928,400443552,369979872,1132,0.526,,0.370413,0.615602,0.14678,39790.5
2008,105330,Northern Arizona University,Arizona,0.74329902,0.241051716,20109,14947,3319,284,3603,,,,,,,,,146365152,112074712,,6254996,70876512,158619520,8880179,12344946,178077232,222493696,407891552,150788256,25339620,33995460,59335080,31953102,33327328,368342784,163520640,56880372,77641928,59236380,407891552,368342784,1058,0.5,,0.339958,0.613152,0.134867,43462
2009,105330,Northern Arizona University,Arizona,0.729095466,0.1928125,26334,19200,3454,248,3702,,,,,,,,,173312864,126413648,,9120519,71216368,141365008,10873023,22769558,198965392,220594992,426232672,147933504,25914348,29972532,55886880,33182200,29506234,369372064,168831088,54927060,59236380,77726976,426232672,369372064,1119,0.492,,0.339173,0.610472,0.137551,43534
2010,105330,Northern Arizona University,Arizona,0.652251912,0.199382359,31773,20724,3789,343,4132,86011-4132,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.656,35.194,,,204345872,147223808,,8837084,71694856,141070784,8003120,28131936,232620512,213660112,455594208,155703296,26684652,30186512,56871164,36027612,37001296,406527744,178985104,61081320,77726976,109995864,455594208,406527744,1088,0.518,,0.329577,0.612085,0.133303,42870
2011,105330,Northern Arizona University,Arizona,0.647819972,0.186809476,31995,20727,3225,647,3872,,,,,,,0.074,4567,221500816,157864528,,7800077,69076520,115373376,10366967,34256232,241440192,193980928,442628096,163152256,26273520,32771962,59045480,36177896,43688712,427495008,185141136,61490632,109995864,112921056,442628096,427495008,1242,0.491,,0.340592,0.620283,0.13464,39981
2012,105330,Northern Arizona University,Arizona,0.763152549,0.1617552,34461,26299,4118,136,4254,86011-4132,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.658,35.1801,0.093,4732,242037088,172564640,,6508731,68450648,113625936,9925288,34859316,263650912,189585552,460081248,177617216,24044098,30732672,54776768,39787144,49729200,457630944,199813552,61676788,112921056,107274944,460081248,457630944,1418,0.492,,0.351423,0.614183,0.135541,38795
2013,105330,Northern Arizona University,Arizona,0.913736797,0.153652961,33989,31057,4364,408,4772,86011-4132,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.658,35.1801,0.102,5513,265475712,188816080,,5766394,69637920,114823504,10919359,42296032,282815072,200673456,490278272,193435328,28494228,29230846,57725072,41886120,59683936,485957984,217098688,69005480,107274944,136074000,490278272,485957984,1675,0.516,,0.33599,0.609917,0.126378,40227
2014,105330,Northern Arizona University,Arizona,0.809949765,0.199311752,30855,24991,4472,509,4981,86011-4132,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.658,35.1801,0.073,6336,293915744,205550112,,6073092,75202240,121562848,13031881,44765440,308890912,208036992,523673344,204609712,30587644,30260200,60847844,44129336,59300588,513619040,227125600,77895344,136074000,144211008,523673344,513619040,1755,0.52,,0.335327,0.610855,0.126713,40960
2015,105330,Northern Arizona University,Arizona,0.768650914,0.229473592,29583,22739,4663,555,5218,86011-4092,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.658,35.1801,0.067,6708,318866624,217047104,,7400836,81341720,105643112,13092747,47339632,321719808,200589056,531675392,211084256,36637784,31688492,68326272,49946276,63121088,540331520,233542816,89613064,144211008,143908992,531675392,540331520,1993,0.533,,0.348536,0.619553,0.130579,40270
2016,105330,Northern Arizona University,Arizona,0.780449727,0.196771363,36511,28495,5010,597,5607,86011-4092,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.654,35.1884,0.072,6999,351071872,237929536,,7642928,84388872,114423288,14050519,52403232,351660672,215844608,578132288,219729152,43969088,32567608,76536696,50317360,63906368,572920064,243537264,93913768,143908992,170870000,578132288,572920064,1766,0.553,,0.341855,0.638581,0.126656,41212
2017,105330,Northern Arizona University,Arizona,0.808461017,0.197906883,36875,29812,5261,639,5900,86011-4092,"Southwest: AZ, NM, OK, and TX","Degree-granting, primarily baccalaureate or above","20,000 and above",-111.654,35.1884,0.074,7067,364804928,236789632,,8233431,91260336,114012056,14460359,52856020,359575616,220579856,590295232,214907440,50136824,35199668,85336496,47469700,64084384,584857216,254688304,84028520,170870000,186219008,590295232,584857216,,,,,,,
1990,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,20754736,,,,7034201,117061616,1687954,,,,160468688,83350784,,,,12610116,8464875,156565360,87505984,21516252,,,,,,,,,,,
1991,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,23496560,,,,8561191,115169624,1858159,,,,161893312,80794528,,,,11021468,11082732,162440416,84705656,23870360,,,,,,,,,,,
1992,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,30027372,,,,9496354,100683728,1723060,2387484,,,157161840,73319000,,,,12831482,24518472,157148080,72022184,21051024,,,,,,,4575,,,,
1993,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,31808120,,,29801,8171039,100299912,1874186,544,,,156342256,72180760,,,,12174811,13378459,154013328,76066816,20511616,,,,,,,,,,,
1994,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,33806136,,,39018,8099332,101199768,1516086,99442,,,165056432,71961992,,,,13931166,13435763,161389088,76796576,20916608,,,,,,,,,,,
1995,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,37750240,,,,8487104,104345360,1372145,5131665,,,169393776,77962040,,,,14912801,9091012,165611152,82232480,22286526,,,,,,,,,,,
1996,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,35646392,,,,9207352,111041248,2157190,9417402,,,179589408,85828368,,295827,295827,15682846,13255185,176103824,91465592,26872420,,,,,841,0.551,,,,,
1997,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,38970032,,,,9193727,115493672,2761954,3746761,,,182886240,82053496,,394362,394362,14922743,16652392,180395600,93575712,25589270,,,,,764,0.59,,0.203105,0.468518,0.0485352,39568
1998,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,36800260,,,,9409849,125064744,2642779,12209992,,,200535616,79048544,,501989,501989,20255914,17510672,189779584,98678040,22188232,,,,,1024,0.64,,0.206264,0.459861,0.0487239,38000
1999,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,40702684,,,,17440200,125432640,17129436,16746339,,,263676240,81148024,12334558,4188529,16523087,26016308,25045418,267056528,134769296,23184952,,80959208,,,1310,0.644,,0.18695,0.470487,0.0465765,39744
2000,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,,,,,,,,,,,,,,,,43511780,,,,17118480,140367024,21649856,13041300,,,284974272,90506856,13487763,3859754,17347516,29359132,27438198,281470400,133273248,19745532,80959208,93590136,,,1593,0.659,,0.174033,0.468474,0.0400707,42120
2001,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,0.211740794,0.878317335,16728,3542,3053,58,3111,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,40997768,34122356,,,10785964,141723440,3419919,3839101,70565136,146047504,237076144,99450480,,688272.88,688272.88,26598630,24664304,225242112,111719880,20851168,,,237076144,225242112,1777,0.645,,0.166798,0.449586,0.0419456,46215
2002,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,0.194112041,0.819148936,18886,3666,2957,46,3003,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,54789248,46716580,,,10944968,143497472,3091282,55372832,136664512,146939952,332886144,118054352,,646480.88,646480.88,26325230,24652964,235995504,119966568,26810154,97811864,101940600,332886144,235995504,1365,0.646,,0.165254,0.446398,0.0447034,49989
2003,110422,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California,0.152606779,0.863545817,19737,3012,2565,36,2601,93407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,70086960,60557480,,,10172539,135169568,3997314,7404650,88724432,142668640,237073280,117810400,,108874.76,108874.76,28123220,24141040,236590352,114793568,37739432,101940600,123744480,237073280,236590352,1553,0.687,,0.171675,0.445842,0.0435593,52523
2004,110422,CALIFORNIA POLYTECHNIC STATE UNIVERSITY-SAN LUIS OBISPO,California,0.158988712,0.880519481,21794,3465,2831,220,3051,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above",,,,,,72650152,61565512,,,9569693,131103128,3446778,7869789,100900008,136478000,271652928,117190096,,112181.11,112181.11,27266494,26367814,232341248,110648360,37045504,123744480,142242480,271652928,232341248,1839,0.688,,0.166092,0.437543,0.0397976,53915
2005,110422,California Polytechnic State University-San Luis Obispo,California,0.143750277,0.904071561,22553,3242,2900,31,2931,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,83852184,73179008,,,9280886,136194976,3998150,6119489,115266832,149414336,281322112,134626160,,99560.23,99560.23,33332676,31013092,272325792,115013696,37718028,142242480,164740896,281322112,272325792,2043,0.669,,0.148794,0.436693,0.0322997,57200
2006,110422,California Polytechnic State University-San Luis Obispo,California,0.173323999,0.864338323,24284,4209,3388,250,3638,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,88962392,71521256,,,9885396,149072160,8419650,12151676,117295624,159665232,308395680,139411024,,114472.19,114472.19,33967908,31954580,276305376,129911408,45473836,164740896,186734016,308395680,276305376,1955,0.661,,0.140923,0.437861,0.0317355,57695.5
2007,110422,California Polytechnic State University-San Luis Obispo,California,0.465985631,0.294547499,26724,12453,3610,58,3668,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,98095816,80246224,,,11374800,157837392,10945122,7343561,110026816,186374752,305242048,151990208,,114552,114552,33847240,34285320,305112544,141144928,49110300,186734016,170825216,305242048,305112544,1780,0.694,,0.128369,0.43201,0.0310636,60000
2008,110422,California Polytechnic State University-San Luis Obispo,California,0.448038176,0.323150888,30176,13520,4286,83,4369,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,107020176,87825104,,,12207440,113632800,12165650,25857508,129121856,157638720,287995488,160464512,,76168,76168,34472872,37092372,314893920,146664704,54618304,170825216,134691600,287995488,314893920,2005,0.717,,0.120603,0.438794,0.0259296,65000
2009,110422,California Polytechnic State University-San Luis Obispo,California,0.33336339,0.309981066,33270,11091,3386,52,3438,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",-120.653,35.2969,,,130886424,106427728,,,16295245,119222688,11321177,34707008,154108672,171187648,329425760,150462816,2271505,654715,2926220,32516008,42950456,318335168,130101136,50159384,134691600,149892624,329425760,318335168,2115,0.729,,0.10709,0.451352,0.019587,69720
2010,110422,California Polytechnic State University-San Luis Obispo,California,0.372733335,0.327766891,31489,11737,3820,27,3847,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",-120.659,35.2989,,,137457872,112451656,,,17439534,130554064,5203150,37805428,171060624,172199696,444730464,168358560,1051356,682852,1734208,36086472,47140800,348148768,139789520,55093428,149892624,176636176,444730464,348148768,2475,0.746,,0.0931664,0.464346,0.0165535,71726.5
2011,110422,California Polytechnic State University-San Luis Obispo,California,0.325393285,0.316486931,33627,10942,3459,4,3463,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",-120.659,35.2989,0.028,2300,161433536,128794184,,,16360407,96106912,12560091,20333064,192030704,127676264,323700288,164073616,2283762,1378135,3661897,36651960,48952464,352190368,140709424,58750576,176636176,171357248,323700288,352190368,2716,0.722,,0.0962446,0.471373,0.0145701,67941
2012,110422,California Polytechnic State University-San Luis Obispo,California,0.373966003,0.344676714,33003,12342,4243,11,4254,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",-120.659,35.2989,0.038,2620,176214592,137159040,,,16540934,100369040,13879977,26953520,199245424,141697936,348599808,171844192,1655606,923083,2578689,40831968,52760700,358598720,139706288,61013984,171357248,184355088,348599808,358598720,3081,0.697,,0.100654,0.461462,0.0138696,65215
2013,110422,California Polytechnic State University-San Luis Obispo,California,0.312308817,0.315073243,36941,11537,3620,15,3635,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","10,000-19,999",-120.659,35.2989,0.031,2468,193126752,151929248,,,17790520,117063032,16452544,19602632,219342768,155895184,389007040,175267088,2731159,729309,3460468,45439716,65344260,389215264,148592080,66424712,184355088,207485856,389007040,389215264,2586,0.75,,0.0962446,0.464239,0.0120778,64571
2014,110422,California Polytechnic State University-San Luis Obispo,California,0.308887976,0.344491244,43812,13533,4648,14,4662,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-120.659,35.2989,0.016,2554,206737408,161722080,,,17948050,129727728,19004314,16404679,229645984,170202176,403697248,189305344,2758478,680793,3439271,50257340,64559168,411224384,162321648,66672552,207485856,198699696,403697248,411224384,2938,0.758,,0.0880995,0.481172,0.0129663,69038.5
2015,110422,California Polytechnic State University-San Luis Obispo,California,0.312921828,0.337383114,46820,14651,4928,15,4943,,,,,,,0.018,2887,221384048,173927584,,,18548124,135773024,29959836,17492792,245132416,190850704,444138688,195387728,3571271,89082,3660353,50214408,70924600,424176384,173955504,80044976,198699696,190396832,444138688,424176384,2758,0.797,,0.0767595,0.494586,0.0143078,74281.5
2016,110422,California Polytechnic State University-San Luis Obispo,California,0.294879781,0.305661174,48162,14202,4333,8,4341,,,,,,,0.016,2684,228518624,179222944,,,17609608,151447728,22354708,26809788,254516864,202680256,465100064,196720288,2594971,724105,3319076,49116392,68652360,477430528,185694528,104695792,190396832,209804288,465100064,477430528,3406,0.791,,0.0699635,0.502963,0.0123063,74513
2017,110422,California Polytechnic State University-San Luis Obispo,California,0.346114267,0.31236249,48588,16817,5241,12,5253,93407,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-120.657,35.2995,0.015,2989,248144176,193404288,,,19387800,242793376,24693864,24595656,264676064,300129792,583277632,206795248,1586015,288272,1874287,49556612,67215600,583200832,207186736,172135872,209804288,220572768,583277632,583200832,,,,,,,
1990,110510,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,California,,,,,,,,92407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,14265806,,,,2708659,48743496,56402,1066,,,70514592,36347396,,,,5929776,5296840,70793584,41680468,10275978,,,,,,,,,,,
1991,110510,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,California,,,,,,,,92407,"Far West: AK, CA, HI, NV, OR, and WA",,,,,,,13909043,,,,3334377,49426676,70778,765,,,71757856,38871184,,,,6066713,5802304,77999888,43076712,11746911,,,,,,,,,,,
